Source,Target,Type,Id,Label,timeset,Weight,a,tender_indicator_integrity_single_bid,tender_indicator_integrity_call_for_tender_publication,tender_indicator_integrity_advertisement_period,tender_indicator_integrity_procedure_type,tender_indicator_integrity_decision_period,tender_indicator_integrity_tax_haven,tender_indicator_integrity_new_company,tender_indicator_administrative_centralized_procurement,tender_indicator_administrative_electronic_auction,tender_indicator_administrative_covered_by_gpa,tender_indicator_administrative_framework_agreement,tender_indicator_administrative_english_as_foreign_language,tender_indicator_administrative_notice_and_award_discrepancies,tender_indicator_transparency_number_of_key_missing_fields,mean_cri,cri_cat
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_8f5cea4e4976ef3e763c9975491cb025284ed41e3b50cb1f8cffffd25684ee40,Undirected,145431,,,1,146015,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_0e9e149575624ae84abe600c5eec8ae1aebfed242f0e18e342b309f78cbc31a2,Undirected,97797,,,1,98244,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_4598de00381094f5727fd5a23d5c6e7ffd7e3c1320728ea43043860b97868ab4,Undirected,97796,,,1,98243,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_33609da0f84c452cbd9d05ba0b46fb27cf55de3bc6f59dba117a20026dd5dde7,Undirected,97795,,,1,98242,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_218912df2b0acb39304db0e7231a9c3edbf698370249e43ff983d1f50510d50d,Undirected,97794,,,1,98241,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_d84a92391916406d65371b3edf22803addf0660d8e5792b91a4275e68f3bfc18,Undirected,97792,,,1,98239,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_30af8882395fc248c17d32af02eb978595666338977f3b05939bf795a98d8f9c,Undirected,97791,,,1,98238,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_45bc3ce9e7dfa29ebec6fe6cc5962bf624d4cfb0656f0d331f421a240026e910,Undirected,97790,,,1,98237,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_995f909d0b97108ff735ca2df8f95372140833cbb7b2369a82e6860b4bdc9f95,Undirected,97789,,,1,98236,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_119f3a01a5837e14e8b48b108fe96f54a5a13ce68af25c113a2b39fecd5f4ef8,Undirected,49152,,,1,49337,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_740dc7c32e1a8a0813f396467f59377790b3ee87fd2d77f2899b4786af367d01,Undirected,49151,,,3,98720,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_d3fe76b0c099c51ef097f3cd6cfc97f21b79370b37f0bab21bb69a60096477e8,Undirected,49150,,,1,49335,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_51d9ef79ef198324c68e0400ae72e0a7ccc033e0e2c0063319e5b643ca05b97e,Undirected,49149,,,1,49334,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_cb64c4459280ee607499a505d8ad18d6504770c8fe31e0eee979ad6fa3db31b1,Undirected,1818,,,1,2003,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_43f420c7605c3f69897f353e7dccf7b2a0a848ad258564747ab6ad57045ac13f,Undirected,1691,,,1,1844,100,100,100,100,NA,100,NA,NA,100,0,0,0,91.6667,NA,69.16667,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_86d5f27b62125e32d1bbd0ad6dba98e8ddff93588ae748c7d6362e987bd18b88,Undirected,1502,,,1,1578,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_56594f38e30d3e43e2929c582f36da09853868bba68ba4772d0598baca098884,Undirected,1491,,,1,1567,100,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,58.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_b6131e58253e82fc46c10a0ff926f5c2d5ce0eacd516cb1bfd9386c957828d56,Undirected,1490,,,2,50620,100,0,100,0,0,100,NA,NA,0,0,0,0,83.3333,NA,33.333333,low
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_e0b39665499436e89727c13b1cab6a99ddeea9c210caf33302ef8fa2d24d0a68,Undirected,1488,,,3,98240,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_b7cb17ce970506efc2df5c650e55a780d2bf392a7eef626a0fc6119d11654d78,Undirected,1384,,,1,1454,100,100,100,100,NA,100,NA,NA,100,0,100,0,83.3333,NA,78.33333,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_c90cf0f241ec093b69f963eb0e5578c54fe3ce65a23262b06b3b7c6ad4918ca1,Undirected,774,,,1,775,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,773,,,1,774,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_b67abc8ca9ebcb3aa45eca73b6472c564837d89e49001c9e78c140ff2694b1c6,Undirected,772,,,1,773,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,771,,,5,146014,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_de19ada4a31adbd5a08331a9922e875b319d00fbddd43c0f219134e55857844f,Undirected,770,,,1,771,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_c399386d7c0441d90ff69b39ba8ab3c330d8acf8d2b0e8447f4bc735cc6f3946,Undirected,769,,,1,770,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_dca153a6e7745e0e5e0a5f3bc77dce92833854d5d07ef4b0a14a9dddefa77aad,Undirected,768,,,1,769,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_0c034ebe58d596b80a023959df6e9ceb9d44d2e05935e0c32bfec3fcf696311f,Undirected,767,,,2,98069,0,0,100,0,0,100,NA,NA,0,0,0,0,83.3333,NA,22.222222,low
EU_body_93e58f4dca2bff389a245e10ca76b2fb5e7fb4bd1e79da9c3374637deb110f64,EU_body_06914f5f5730fb790239eea71b5779b15444a04fa8baf0a28a5f67a913105a8e,Undirected,766,,,1,767,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_eed7b7da2d7aca22b456913be808e46fc639748a5fa9d4b800f8711617fa5c61,EU_body_0c034ebe58d596b80a023959df6e9ceb9d44d2e05935e0c32bfec3fcf696311f,Undirected,98092,,,1,98609,0,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,48.33333,medium
EU_body_a191b653e4d5adfbd31cc39c7a9c6a10a2b057d168e862b0cbd5069ef273c70e,EU_body_c399386d7c0441d90ff69b39ba8ab3c330d8acf8d2b0e8447f4bc735cc6f3946,Undirected,194028,,,1,194888,0,100,100,100,NA,NA,NA,NA,0,100,0,0,91.6667,NA,54.629633,high
EU_body_a6ff116a524f97047bc2a33e8c15d8d27453b36f416f1eee4ba08d5657d962ff,EU_body_c399386d7c0441d90ff69b39ba8ab3c330d8acf8d2b0e8447f4bc735cc6f3946,Undirected,192771,,,1,193563,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_5a8ef0c3250ae1d7696973bffe885394515193d87d9e6a750ea5e51aafcb931d,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,194739,,,1,195762,100,100,100,100,NA,100,NA,NA,0,0,0,0,92.8571,NA,59.28571,high
EU_body_50a4d9068ebacab4f3399bcb8ec6479f80f741aa08084e931dde80346922afef,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,194626,,,1,195636,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,194322,,,1,195261,100,100,100,100,NA,100,NA,NA,100,0,100,0,81.8182,NA,78.18182,high
EU_body_6b3d037f19570315bb8f5a03b7a17edf05ebe5471f0964d6bd7a1ee10b2a6a1d,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,193748,,,1,194608,100,100,100,100,NA,NA,NA,NA,0,100,0,0,90.9091,NA,65.656567,high
EU_body_8dc0561e341d870e50813bb204431ea73e82ef8873d43e44b43be3df26189ccb,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,145029,,,1,145613,100,100,100,100,NA,NA,NA,NA,100,0,0,100,83.3333,NA,75.925922,high
EU_body_f6217dc99dfeea9f6999657ad760972ba73b9cd866a1ee0f3e72e2e1f90cb154,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,97231,,,1,97637,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_3d65e275b25cf105c3cf46a61dd240e1e665e2c148799650843846c785f40172,EU_body_1c3bb2ec4771bc3fbc32157e058a827962101b939c2f8015b9e49c22aba83903,Undirected,49240,,,1,49425,0,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,53.7037,high
EU_body_e1a519ff7bbeef3fe07e914d6ae0ea87cfb986e38098523b1484b3bf7c51f35a,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,194838,,,1,195877,100,100,100,100,NA,100,NA,NA,0,100,0,0,83.3333,NA,68.33333,high
EU_body_50a4d9068ebacab4f3399bcb8ec6479f80f741aa08084e931dde80346922afef,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,194625,,,1,195635,100,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,68.33333,high
EU_body_39f7cfa9eb67df52ab63a23f433cd06df8c0b2e5cdcb9971609b87ab74010b7e,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,97675,,,1,98122,0,100,100,100,NA,100,NA,NA,100,0,0,0,83.3333,NA,58.33333,high
EU_body_1569ff12d8688fb7eedc3b6db7373014c433ff930e0572001c34220bb9798dad,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,97265,,,1,97671,100,100,100,100,NA,100,NA,NA,0,100,0,0,91.6667,NA,69.16667,high
EU_body_e3563120fe3cd69b0dbe9cf6d1c48e89804174e928d8434abe4c8fcbefe4386a,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,49972,,,1,50281,100,100,100,100,NA,100,NA,NA,100,0,100,0,83.3333,NA,78.33333,high
EU_body_de7613cce46d4bbace0654d32be6651262be1c8eacf96c77ce8c6f46e331f267,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,49863,,,1,50172,0,100,100,100,NA,100,NA,NA,100,100,0,0,69.2308,NA,66.92308,high
EU_body_e082f79f725b94d72e0db52299b4eb481cc1399bfabbd9e727d08b8a67847b95,EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Undirected,49356,,,1,49541,100,100,100,100,NA,100,NA,NA,100,0,100,0,83.3333,NA,78.33333,high
EU_body_e1a519ff7bbeef3fe07e914d6ae0ea87cfb986e38098523b1484b3bf7c51f35a,EU_body_c90cf0f241ec093b69f963eb0e5578c54fe3ce65a23262b06b3b7c6ad4918ca1,Undirected,97109,,,1,97496,100,100,100,100,NA,100,NA,NA,0,100,0,0,83.3333,NA,68.33333,high
EU_body_8b0ac14c97821133e16bf8cff0898ee3fc7ed7855b9e0f120cf6cfbe35266239,EU_body_c90cf0f241ec093b69f963eb0e5578c54fe3ce65a23262b06b3b7c6ad4918ca1,Undirected,49796,,,1,50105,100,100,100,100,NA,100,NA,NA,0,0,0,0,71.4286,NA,57.14286,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_a209084573167936e24b6f9b7efba97e2a302cf341f3eb49baefac13222dcc5f,Undirected,194415,,,1,195398,100,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,58.33333,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_3810f9d8de2f788767e729f250e4ee58d57fb76d23773229119f107f0f05f599,Undirected,194100,,,1,194986,100,100,100,100,NA,100,NA,NA,0,0,100,0,91.6667,NA,69.16667,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_aaca5e8d75f5f461b7f16a52e3dfa44a2f7b1694db8406aa7a3703dfe8b38f21,Undirected,194065,,,1,194925,0,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,49.16667,medium
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_4243438e4e9158c15f6850d658bfabe023027fd91f899b9ae4c1113c484f1d90,Undirected,145930,,,1,146573,100,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,59.16667,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_c9dd3fe69bd559b149c2fad19ede245148f68621743ab5315a8fcd574df43763,Undirected,145673,,,1,146264,100,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,59.16667,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_ab9f21264a47aff86e42833281c100b4244bdd6a87e906cb12f25f2493b560f5,Undirected,49473,,,1,49708,100,0,100,100,0,100,NA,NA,0,0,0,,,NA,44.444444,low
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_daaa00b74cd859642d210b3190c3e9e2a128fe1dc3aaccbb0304e3020574f3ca,Undirected,1547,,,1,1623,100,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,58.33333,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_10738562693f77eb39def76b1a5b9608281893f4e3b244f7e51340f986272389,Undirected,1212,,,1,1267,100,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,58.33333,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_81be6f22cbbc75b59ce2e166fc5ac25bb5bf7cc89f2558d3b0bc33d936f347cc,Undirected,1144,,,3,195664,0,0,100,100,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_39ce47c7f0cf67f882256090793a15e59bced247743c084dfeee94d65f6be0ff,Undirected,778,,,1,779,100,100,100,100,NA,NA,NA,NA,0,0,0,100,91.6667,NA,65.740744,high
EU_body_16bd2265da55807af02a30b02c4e9019a3b42f97fa6a98622ed2cf4c44afde28,EU_body_46da4b4e88cce8441a3551228eae1b326ceece22515abcf8a5a839512a902099,Undirected,776,,,2,1624,100,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,58.33333,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_8c80395125723db365e0bb8e7cce60c8aa10c9e1f650a337e6bf1d1a7c49d710,Undirected,194053,,,1,194913,100,100,100,100,NA,NA,NA,NA,0,0,100,0,90.9091,NA,65.656567,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_886bcdd5f29fa7ee9d8b2f4d651544cfd28399dd34e5ee8093503a4d08f9f801,Undirected,145989,,,1,146647,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_906cce35e15eca60c53fb795949c49ddcbdb3094a9e55f12f1a299ea7796ea06,Undirected,145988,,,1,146646,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_c5eb0b23ac46b01e935ee185d0a44a069e6eff0acf51679281a36bcd568e81ef,Undirected,145987,,,1,146645,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_7f097a13a38456925c881666635a8430eb3e0ef1251b8d4bab895e94f7f9cb44,Undirected,145986,,,1,146644,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_6f4b30fb2089a0d47680b4f02ff21a42ce30392c3128350d578b2124c8557d1b,Undirected,145985,,,1,146643,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_9ef7abd51b159256e5f6c4b420f4a48b39348861f38006493b2dcca8a3d710c7,Undirected,145984,,,1,146642,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_4b97e015eab14bcaa99fa1113b43531a6dd3ef1554c44d2d1eed1883fb062843,Undirected,145983,,,1,146641,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_f85243009240b0608f04a539353a40de90c8aa16e24615ea0960970f10bd9661,Undirected,145982,,,1,146640,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_3087a5b46597806f3e850b02081f5c0d05d793cda5572841c07c625498238d2b,Undirected,145981,,,1,146639,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_ec2c3b6d25ea87ef79302e48e4bc479e660d290727b88ad067654b9ec36bba4c,Undirected,145980,,,1,146638,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_ac4bae0d11407c9bd604e96c02f6619af87179680980e28bab3f5da66c4738fa,Undirected,145979,,,1,146637,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_656a58586e163fa50f0bec8f511f1eb61cfef865ae8074a8b8205c6b69df788d,Undirected,145978,,,1,146636,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_4947e1e3f2ed0362e765ea50ea63f1d73ab6a7cf2e43aa124bc5c8a5ff58573f,Undirected,145977,,,1,146635,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_1fb26e2f25290a1978d5b85efb26ea15c3ca393ee7bb3acd48e56b4c881d0d32,Undirected,145976,,,1,146634,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_e56f8e84bfb5a4f9ed90d5568a17581f074e01a81637fcdcf5ed9c0a0c9542c0,Undirected,145975,,,1,146633,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_952287abfbd72b6ba3e4f8c7678ebeb898e58c5b60f13c348ca8ea40e15669c9,Undirected,145974,,,1,146632,100,0,100,100,0,100,NA,NA,0,0,100,,,NA,55.555556,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_bd24e9872786c4e9e95889e26557c823fa27e5e5f247a486304efe31a9e23ca5,Undirected,145809,,,1,146420,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_fe646e0c4a130f92c9b0953727081b5e5c2e8f113d4009b9bdf35b48c18bfa5e,Undirected,145808,,,1,146419,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_5f7bd1ae073142e3c51feb16960a8a1393711fd18544d4e5c281921dcab934b3,Undirected,145807,,,1,146418,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_0ae6c9440e1c0b1a56d5bb591d415d6a3e6256cb1c232eb87f68e5a80781f0fa,Undirected,145503,,,1,146087,100,100,100,100,NA,NA,NA,NA,0,0,0,0,81.8182,NA,53.535356,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_36397dec6f7f642e9e9a356c084aefa3a54b982548b58d3d256f5bdc0015de4b,Undirected,145502,,,1,146086,100,100,100,100,NA,NA,NA,NA,0,0,0,0,81.8182,NA,53.535356,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_85ccb018c8f697d232ccc17cb53d1cb449324a6942fe492afd80a82dc0c58c12,Undirected,97064,,,1,97451,100,100,100,100,NA,NA,NA,NA,100,0,0,0,76.9231,NA,64.102567,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_e8cc1554cde9724903f94599ad4960eba8b3c4efe3d6405ddab6db8ef87470eb,Undirected,1563,,,1,1639,100,100,100,100,NA,100,NA,NA,0,0,100,0,90.9091,NA,69.09091,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_4f020169f2eef59b242a2114351c0eeeb8ca112222a700083c62010df51dc027,Undirected,1499,,,1,1575,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_07be6e5cb9a44b87f51c2385ce440e818ca37f09924de6ce7d95c35e1135a0dd,Undirected,1062,,,1,1083,100,100,100,100,NA,100,NA,NA,0,0,100,0,90.9091,NA,69.09091,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_cb3c2253fd2e5a906593097c2e894456cf5f0a534b209ffa78657643ba562eb8,Undirected,803,,,1,804,100,100,100,100,NA,NA,NA,NA,100,100,100,0,81.8182,NA,86.868689,high
EU_body_e2c8ea6b1af58d027ace0c5c9d6ed5b6cc172223ad2bfdaa91393eb912a51031,EU_body_1a1a54a60d9f85cbd4dc2417ae5158b04e5721b43fac28030287ddf78d338d30,Undirected,802,,,1,803,100,100,100,100,NA,NA,NA,NA,100,100,100,0,81.8182,NA,86.868689,high
EU_body_45c32a4fed278afc13461ec4f691636515d308f707282a88f68e25f6f1169a06,EU_body_6d59c787ba98b085415f9b1b2d211afd8920089d224971f2a83f88b1bd99be42,Undirected,145049,,,1,145633,100,100,100,100,NA,NA,NA,NA,0,100,100,0,75,NA,75,high
EU_body_45c32a4fed278afc13461ec4f691636515d308f707282a88f68e25f6f1169a06,EU_body_35334b37bf5e572f2e5c9719a8f4daa5cbe405989d6b5b8f48e465ebc39f7906,Undirected,145046,,,1,145630,100,100,100,100,NA,NA,NA,NA,0,100,100,0,75,NA,75,high
